Date,Open,High,Low,Close,Adj Close,Volume,Return_1W,Return_4W,Return_12W,Return_26W,Return_52W
2011-02-04,8707.9501953125,8709.9501953125,8188.75,8230.0498046875,8230.0498046875,0.0,,,,,
2011-02-11,8332.599609375,8396.0,8111.89990234375,8186.75,8186.75,0.0,-0.005261183797798941,,,,
2011-02-18,8191.35009765625,8574.7998046875,8191.35009765625,8410.0,8410.0,0.0,0.027269673557883234,,,,
2011-02-25,8413.349609375,8494.900390625,8104.64990234375,8357.849609375,8357.849609375,0.0,-0.006200997696194976,,,,
2011-03-04,8348.25,9047.5498046875,8310.7998046875,8926.150390625,8926.150390625,0.0,0.06799605255071084,0.08458036129271407,,,
2011-03-11,8882.7998046875,8966.25,8738.0,8838.75,8838.75,0.0,-0.00979149877608998,0.07964088313433293,,,
2011-03-18,8850.150390625,8922.2001953125,8575.7998046875,8649.5498046875,8649.5498046875,63206000.0,-0.02140576385942583,0.02848392445749104,,,
2011-03-25,8672.2998046875,8948.7998046875,8611.5498046875,8930.0,8930.0,54926000.0,0.032423675410310215,0.06845665061778794,,,
2011-04-01,8905.7998046875,9289.7001953125,8905.7998046875,9209.4501953125,9209.4501953125,108202000.0,0.031293414928611485,0.03173818413199103,,,
2011-04-08,9231.400390625,9347.599609375,9166.2998046875,9283.0498046875,9283.0498046875,78425000.0,0.007991748455565828,0.050267266829302715,,,
2011-04-15,9286.5498046875,9556.4501953125,9260.0498046875,9488.0498046875,9488.0498046875,59731000.0,0.022083259738247207,0.09694146157128158,,,
2011-04-22,9497.5,9624.5,9319.099609375,9520.25,9520.25,58332000.0,0.0033937633102001374,0.06609742441209399,,,
2011-04-29,9521.75,9654.25,9329.9501953125,9585.4501953125,9585.4501953125,75220000.0,0.006848580164648954,0.04082762727696587,0.16468920878862958,,
2011-05-06,9612.5,9648.5498046875,9046.7001953125,9262.0,9262.0,61606000.0,-0.033743871046419294,-0.0022675527041631227,0.13134027544507898,,
2011-05-13,9267.75,9733.0498046875,9200.7001953125,9619.150390625,9619.150390625,78607000.0,0.038560828182357954,0.013817442850345252,0.14377531398632581,,
2011-05-20,9643.7998046875,9710.650390625,9487.2998046875,9564.25,9564.25,86169000.0,-0.005707405373192476,0.0046217273706048445,0.14434339537191243,,
2011-05-27,9574.150390625,9642.599609375,9446.7998046875,9606.75,9606.75,101585000.0,0.004443631230885758,0.002222097476226592,0.0762478313260131,,
2011-06-03,9607.5498046875,10061.650390625,9542.650390625,9898.5,9898.5,106041000.0,0.030369271605902082,0.06872165838911681,0.119898175647009,,
2011-06-10,9900.4501953125,9964.900390625,9780.75,9828.400390625,9828.400390625,54064000.0,-0.007081841630044994,0.021753480453319263,0.13629039806194765,,
2011-06-17,9802.0,10021.4501953125,9753.4501953125,9874.400390625,9874.400390625,69298000.0,0.0046803140055098336,0.03242809322476936,0.10575592280235169,,
2011-06-24,9901.900390625,9973.0,9510.4501953125,9939.0,9939.0,70989000.0,0.006542129832646015,0.034585057381528506,0.07921751996213988,,
2011-07-01,9864.5,10462.75,9808.2001953125,10313.0498046875,10313.0498046875,95341000.0,0.03763455123126058,0.04188006310930947,0.11095491478241337,,
2011-07-08,10379.75,10499.25,10104.5498046875,10319.5,10319.5,86281000.0,0.0006254401398864129,0.049967399562134585,0.08763130595095836,,
2011-07-15,10320.099609375,10456.650390625,10249.0,10298.25,10298.25,61366000.0,-0.002059208294975523,0.04292408577815143,0.08172054305296594,,
2011-07-22,10320.75,10534.25,10265.849609375,10473.0498046875,10473.0498046875,54843000.0,0.016973738711674402,0.05373275024524604,0.0925986355663353,,
2011-07-29,10459.349609375,10518.2001953125,10142.0,10435.75,10435.75,98637000.0,-0.0035615036100378195,0.011897566446031238,0.1267274886633556,,
2011-08-05,10490.349609375,10552.0,9733.5,9967.849609375,9967.849609375,90743000.0,-0.04483629740315742,-0.03407630123794758,0.03625052157307462,0.21115301194140046,
2011-08-12,9856.2001953125,10128.150390625,9680.2998046875,9969.4501953125,9969.4501953125,106863000.0,0.00016057484815923395,-0.03192773575000607,0.04236612335651002,0.21775432196079025,
2011-08-19,10066.150390625,10210.599609375,9920.599609375,9950.2998046875,9950.2998046875,67571000.0,-0.0019209073970803958,-0.04991382737109007,0.035761293328909316,0.18315098747770509,
2011-08-26,9926.2998046875,10162.4501953125,9822.150390625,9892.0,9892.0,78157000.0,-0.005859100311734866,-0.05210454447452273,-0.0006566651512855959,0.183558027761608,
2011-09-02,9926.349609375,10271.349609375,9876.0498046875,10148.9501953125,10148.9501953125,58254000.0,0.02597555553098463,0.018168470937520054,0.032614646529181224,0.13699072401600887,
2011-09-09,10149.5,10169.25,10033.599609375,10059.2001953125,10059.2001953125,82383000.0,-0.008843279183836428,0.009002502469213303,0.01871504064823548,0.1380795016617169,
2011-09-16,9999.099609375,10256.849609375,9941.75,10023.099609375,10023.099609375,78753000.0,-0.003588812752163162,0.007316342835540057,0.00846157655448243,0.1588001498000653,
2011-09-23,10025.2998046875,10089.599609375,9648.5498046875,9743.150390625,9743.150390625,63604000.0,-0.027930403733407272,-0.015047473652951893,-0.055260027329982364,0.09105827442609193,
2011-09-30,9782.4501953125,10100.650390625,9470.25,9947.650390625,9947.650390625,82204000.0,0.02098910432469281,-0.01983454454042688,-0.036033684710984004,0.0801568149734102,
2011-10-07,9857.400390625,9917.5498046875,9573.349609375,9896.650390625,9896.650390625,85917000.0,-0.005126838800855293,-0.016159316996518958,-0.038996879020707365,0.06609902982828553,
2011-10-14,9864.099609375,10193.900390625,9842.5,10164.400390625,10164.400390625,72177000.0,0.027054608320168372,0.01409751341968457,-0.029470824623058278,0.0712844683428362,
2011-10-21,10161.599609375,10262.150390625,10055.75,10077.25,10077.25,51744000.0,-0.008574080838588571,0.03429071665531058,-0.03435306518458181,0.05850686694151941,
2011-10-28,10098.400390625,10608.150390625,10098.400390625,10592.099609375,10592.099609375,57135000.0,0.05109028845915309,0.0647840639189885,0.06262634614921136,0.10501848046268858,
2011-11-04,10587.599609375,10684.400390625,10517.900390625,10605.7001953125,10605.7001953125,99521000.0,0.0012840311589841225,0.07164543322245431,0.06381996875807205,0.1450766783969446,
2011-11-11,10587.5498046875,10862.349609375,10579.2001953125,10744.5498046875,10744.5498046875,54546000.0,0.013091979484425531,0.05707659987475444,0.0798217154849783,0.1169957187860724,
2011-11-18,10768.9501953125,10861.900390625,10228.150390625,10306.349609375,10306.349609375,75601000.0,-0.04078348588614922,0.02273433817509729,0.041887344255459036,0.07759098825051614,
2011-11-25,10269.25,10341.4501953125,9841.650390625,9909.400390625,9909.400390625,82843000.0,-0.038515015868365476,-0.06445362524213305,-0.023603407256657993,0.031503931155177245,
2011-12-02,9990.900390625,10482.599609375,9968.599609375,10458.099609375,10458.099609375,75389000.0,0.05537158628377847,-0.013917099599207616,0.039655181954563634,0.05653377879224131,
2011-12-09,10446.400390625,10558.5498046875,10118.650390625,10143.900390625,10143.900390625,51116000.0,-0.03004362460540544,-0.0559027064866372,0.012052237926181153,0.032100849320398694,
2011-12-16,10194.4501953125,10376.150390625,9988.2998046875,10043.2001953125,10043.2001953125,81593000.0,-0.009927167207356202,-0.025532746708216703,0.030795973854228054,0.017094689096034843,
2011-12-23,10015.900390625,10437.650390625,9912.9501953125,10370.5498046875,10370.5498046875,74638000.0,0.03259415355752693,0.04653656082953117,0.04251249264460033,0.04341984150191158,
2011-12-30,10354.9501953125,10471.349609375,10167.150390625,10217.150390625,10217.150390625,54868000.0,-0.014791830418977692,-0.02303948401237299,0.03238469455318005,-0.009298841359120735,
2012-01-06,10236.75,10260.7001953125,10056.099609375,10206.75,10206.75,62546000.0,-0.0010179345734739886,0.006195803089025453,0.004166464104863543,-0.010925916953340775,
2012-01-13,10183.2001953125,10400.9501953125,10115.0,10354.75,10354.75,69979000.0,0.014500208195556752,0.031020969275601162,0.027537274554069846,0.005486369043284034,
2012-01-20,10345.5498046875,10528.5498046875,10164.849609375,10211.650390625,10211.650390625,106936000.0,-0.013819706837441714,-0.015322178385438812,-0.03591820628398046,-0.024959244817636894,
2012-01-27,10221.5498046875,10471.900390625,10133.0498046875,10257.849609375,10257.849609375,86958000.0,0.0045241676891341065,0.003983421716816871,-0.03279845550331917,-0.017047207016745336,
2012-02-03,10253.0,10490.5,10163.5,10466.099609375,10466.099609375,158277000.0,0.02030152594649781,0.025409617103877347,-0.02591548276792588,0.049985705997348084,0.2716933503141059
2012-02-10,10528.599609375,10576.900390625,10421.9501953125,10496.150390625,10496.150390625,128250000.0,0.0028712493069606992,0.013655606424587852,0.018415907517570718,0.052831418482851555,0.2820900101536019
2012-02-17,10501.5498046875,10562.7001953125,10456.0498046875,10545.5498046875,10545.5498046875,104869000.0,0.004706431617693241,0.03269788930191364,0.06419655972972316,0.05982231808930849,0.25392982219827576
2012-02-24,10554.7001953125,10700.9501953125,10454.099609375,10629.5,10629.5,96846000.0,0.007960722472258874,0.036230828563263096,0.01638924824079413,0.07455519611807526,0.2717984286384969
2012-03-02,10662.400390625,10753.25,10404.75,10482.2001953125,10482.2001953125,99864000.0,-0.013857641910484997,0.0015383558859958235,0.03335007163518244,0.032835908501543276,0.1743248473969019
2012-03-09,10459.0498046875,10692.0498046875,10389.349609375,10561.599609375,10561.599609375,66012000.0,0.0075746897200079655,0.00623554506311752,0.051616955151850386,0.04994427035030213,0.1949200519728469
2012-03-16,10629.2001953125,11149.4501953125,10520.650390625,10894.599609375,10894.599609375,127607000.0,0.0315293149064666,0.03309925145224257,0.05053249968006801,0.08694915085796939,0.2595568388392686
2012-03-23,10923.0,11363.599609375,10877.9501953125,11165.900390625,11165.900390625,123073000.0,0.02490231775168139,0.05046336992567846,0.09285857247149343,0.14602566346189128,0.25038078282474796
2012-03-30,11180.900390625,11448.2998046875,11102.0,11426.0498046875,11426.0498046875,96184000.0,0.023298561241055227,0.09004308177562548,0.11946014203223365,0.14861795057210636,0.2406875071112522
2012-04-06,11430.25,11514.849609375,11386.0498046875,11431.349609375,11431.349609375,55178000.0,0.00046383525173543383,0.08235021513483298,0.10397156950916253,0.15507259104593674,0.23142176869531728
2012-04-13,11391.75,11976.349609375,11360.2998046875,11822.400390625,11822.400390625,96335000.0,0.034208627556040705,0.08516153089752931,0.15773650079900703,0.16311832831076134,0.2460305999642025
2012-04-20,11806.099609375,12242.599609375,11774.349609375,12175.0498046875,12175.0498046875,93760000.0,0.029828918190095033,0.09037779119987421,0.1869007899628694,0.20817185290505846,0.2788582027454636
2012-04-27,12180.0498046875,12329.2998046875,11861.7001953125,12115.650390625,12115.650390625,79024000.0,-0.0048787820185861586,0.06035336776272349,0.15760893196281223,0.14383841140443154,0.26396258326498057
2012-05-04,12208.75,12307.099609375,11965.7998046875,11990.650390625,11990.650390625,69509000.0,-0.010317233988257346,0.048926924673120764,0.14238553606614324,0.13058545591592519,0.29460703850410286
2012-05-11,11873.2001953125,12074.349609375,11499.7001953125,11769.400390625,11769.400390625,83318000.0,-0.018451876486448637,-0.004483015144879365,0.11605374860526463,0.09538329707312543,0.22353845326045363
2012-05-18,11772.5,11976.099609375,11528.150390625,11935.650390625,11935.650390625,87308000.0,0.014125613411234417,-0.019663115790321428,0.12287975827884656,0.1580870864081627,0.2479442079227332
2012-05-25,11933.900390625,11999.2998046875,11573.7001953125,11668.7001953125,11668.7001953125,71840000.0,-0.022365785405559446,-0.036890317969091146,0.11319188509017275,0.17753847209079598,0.21463556304811715
2012-06-01,11699.25,11812.7001953125,11572.2998046875,11687.400390625,11687.400390625,102042000.0,0.0016025945477640136,-0.025290538054307588,0.10659377583777019,0.1175453310989707,0.18072439163762177
2012-06-08,11635.25,11957.7998046875,11340.400390625,11909.9501953125,11909.9501953125,86410000.0,0.019041856807268998,0.011941968156632399,0.09319760453277892,0.17409967928309755,0.21178927617489252
2012-06-15,11875.599609375,12320.2998046875,11806.599609375,12289.7998046875,12289.7998046875,83269000.0,0.0318934674911151,0.029671563967780923,0.10065461581639545,0.22369360021555318,0.2446122618600457
