Date,Open,High,Low,Close,Adj Close,Volume,Return_1W,Return_4W,Return_12W,Return_26W,Return_52W
2011-02-04,8688.400390625,8903.349609375,8580.099609375,8677.5,8677.5,0.0,,,,,
2011-02-11,8729.599609375,8806.5498046875,8325.849609375,8520.5498046875,8520.5498046875,0.0,-0.018087029134255306,,,,
2011-02-18,8529.4501953125,8881.400390625,8483.650390625,8645.650390625,8645.650390625,0.0,0.014682219904245786,,,,
2011-02-25,8644.849609375,9008.9501953125,8583.0498046875,8660.849609375,8660.849609375,0.0,0.001758019126760102,,,,
2011-03-04,8701.849609375,8963.0498046875,8652.099609375,8915.2001953125,8915.2001953125,0.0,0.0293678562045665,0.027392704732065676,,,
2011-03-11,8834.0,8982.0,8757.7001953125,8937.599609375,8937.599609375,0.0,0.0025124970355996368,0.04894634903231987,,,
2011-03-18,8945.099609375,9269.349609375,8899.150390625,8921.2001953125,8921.2001953125,1129900.0,-0.0018348790256053071,0.03187149517245058,,,
2011-03-25,8974.5,9230.599609375,8850.599609375,9212.400390625,9212.400390625,763400.0,0.032641369875939574,0.06368321886723094,,,
2011-04-01,9202.0,9577.5,9148.25,9421.0,9421.0,1344100.0,0.022643350324556222,0.05673454253483201,,,
2011-04-08,9429.599609375,9586.849609375,9285.0498046875,9318.2998046875,9318.2998046875,1039400.0,-0.010901198950482915,0.042595351319292485,,,
2011-04-15,9273.5498046875,9347.5,9135.2001953125,9285.400390625,9285.400390625,476300.0,-0.003530624121575343,0.040824125379886,,,
2011-04-22,9293.099609375,9501.0498046875,9158.099609375,9486.9501953125,9486.9501953125,737800.0,0.02170609733652351,0.029802200625897113,,,
2011-04-29,9347.7998046875,9414.400390625,9138.150390625,9213.900390625,9213.900390625,1254300.0,-0.02878162097050052,-0.02198276290998835,0.06181508390953616,,
2011-05-06,9221.7998046875,9249.5498046875,8890.2998046875,8954.099609375,8954.099609375,1005800.0,-0.028196612752004913,-0.03908440412373204,0.05088284378655783,,
2011-05-13,8997.4501953125,9062.25,8857.75,8916.150390625,8916.150390625,724700.0,-0.004238194838738107,-0.03976672889332944,0.031287409018218026,,
2011-05-20,8940.7001953125,8944.900390625,8466.349609375,8598.150390625,8598.150390625,1051100.0,-0.03566561644522792,-0.09368656801072439,-0.007239384307300645,,
2011-05-27,8560.900390625,8777.25,8365.25,8719.2001953125,8719.2001953125,1143500.0,0.014078586578281538,-0.053690638528700596,-0.021984924141474016,,
2011-06-03,8751.5,8910.4501953125,8650.150390625,8710.099609375,8710.099609375,1159200.0,-0.0010437409089875116,-0.027250087741321316,-0.025454261764128017,,
2011-06-10,8707.650390625,8807.0,8629.400390625,8702.599609375,8702.599609375,810100.0,-0.0008610693719194318,-0.023951007093211518,-0.024503495174602152,,
2011-06-17,8686.0498046875,8702.7001953125,8330.650390625,8353.2998046875,8353.2998046875,765700.0,-0.04013740955187828,-0.028477122964082224,-0.09325480325537783,,
2011-06-24,8366.5498046875,8457.4501953125,8051.4501953125,8420.7998046875,8420.7998046875,1044400.0,0.008080638978397836,-0.0342233672746064,-0.10616709429068039,,
2011-07-01,8454.9501953125,8723.2998046875,8440.5498046875,8475.0498046875,8475.0498046875,1892000.0,0.006442380920848034,-0.026985891692272612,-0.0904939761195287,,
2011-07-08,8551.0498046875,8582.5,8355.150390625,8474.2998046875,8474.2998046875,1065100.0,-8.849505516594913e-05,-0.026233518136530187,-0.08735224673310016,,
2011-07-15,8452.25,8606.400390625,8382.2998046875,8519.2001953125,8519.2001953125,824500.0,0.005298418944319483,0.019860461674307883,-0.10200854648506164,,
2011-07-22,8514.400390625,8634.650390625,8420.9501953125,8543.75,8543.75,567300.0,0.0028817029914389725,0.014600774055222088,-0.07273254129237905,,
2011-07-29,8627.25,8644.9501953125,8164.89990234375,8192.150390625,8192.150390625,1099300.0,-0.041152843818580864,-0.03338026567183472,-0.08509501256298668,,
2011-08-05,8253.4501953125,8305.2001953125,7910.35009765625,7985.7998046875,7985.7998046875,1031200.0,-0.02518881808781792,-0.0576448805516403,-0.10434442502402486,-0.07971192109622582,
2011-08-12,7838.5,8039.0,7707.5,7750.9501953125,7750.9501953125,1309900.0,-0.02940840180305393,-0.0901786532053458,-0.09853284216059366,-0.09032276402534634,
2011-08-19,7757.39990234375,7817.60009765625,7454.14990234375,7515.7001953125,7515.7001953125,649600.0,-0.03035111748521757,-0.12032770208485732,-0.13802871513914883,-0.13069580011444515,
2011-08-26,7503.0498046875,7727.14990234375,7301.89990234375,7339.0,7339.0,1067800.0,-0.023510809468252458,-0.10414242292247655,-0.15741491726446333,-0.15262354953538904,
2011-09-02,7419.75,7842.4501953125,7418.9501953125,7770.9501953125,7770.9501953125,748900.0,0.058856819091497536,-0.026903956351233327,-0.10705415115948425,-0.1283482114738862,
2011-09-09,7705.0,8020.85009765625,7563.35009765625,7811.2001953125,7811.2001953125,1512200.0,0.005179546772063892,0.007773240503653023,-0.06489646272133054,-0.1260292990615708,
2011-09-16,7707.89990234375,8015.10009765625,7607.9501953125,7911.7998046875,7911.7998046875,1311700.0,0.012878892725777247,0.052702955025008213,-0.060445564768878746,-0.11314625482290752,
2011-09-23,7898.64990234375,8037.39990234375,7488.64990234375,7539.2001953125,7539.2001953125,1172500.0,-0.0470941654962308,0.027278947446859325,-0.11042408374489876,-0.18162478011867922,
2011-09-30,7551.2998046875,7820.35009765625,7354.10009765625,7735.75,7735.75,1362500.0,0.026070378766398283,-0.004529715726878991,-0.08715172010777528,-0.17888228425857122,
2011-10-07,7622.25,7721.5,7471.0,7707.25,7707.25,925300.0,-0.003684193517112133,-0.013307839091728835,-0.0953082656467279,-0.1728909606317961,
2011-10-14,7708.10009765625,8091.14990234375,7708.10009765625,8077.39990234375,8077.39990234375,1198400.0,0.048026196418145206,0.020930774506976002,-0.05458377148866134,-0.13009675807851073,
2011-10-21,8087.10009765625,8088.85009765625,7772.35009765625,7884.75,7884.75,811000.0,-0.023850484645170367,0.04583374837324872,-0.037523772876140726,-0.16888464283328342,
2011-10-28,7992.0,8481.150390625,7985.5498046875,8392.2998046875,8392.2998046875,844600.0,0.06437107133231867,0.08487215909090917,0.05090285380825521,-0.08916968396722258,
2011-11-04,8395.4501953125,8433.650390625,8100.9501953125,8271.4501953125,8271.4501953125,989800.0,-0.014400058647511593,0.07320382695676142,0.06715305696516793,-0.07623875585969153,
2011-11-11,8310.4501953125,8352.7998046875,8018.5498046875,8197.7998046875,8197.7998046875,643000.0,-0.008904169025491848,0.014905774605614708,0.0907566283445449,-0.08056734739387295,
2011-11-18,8246.150390625,8265.650390625,7462.75,7635.2001953125,7635.2001953125,1080500.0,-0.06862812251810613,-0.03164967877072833,0.040359748645932614,-0.11199503981256875,
2011-11-25,7590.39990234375,7590.39990234375,7195.2001953125,7265.39990234375,7265.39990234375,1209800.0,-0.0484336079616855,-0.13427784142248145,-0.0650564320015462,-0.16673551018478994,
2011-12-02,7356.25,7804.2001953125,7281.2998046875,7778.2001953125,7778.2001953125,1058600.0,0.07058115174132751,-0.059632832012883163,-0.004224702884942477,-0.10699067242118132,
2011-12-09,7748.2001953125,7873.5498046875,7383.2998046875,7400.5498046875,7400.5498046875,811600.0,-0.0485524133015488,-0.09725170399308025,-0.06461867244126929,-0.14961619092355438,
2011-12-16,7446.60009765625,7448.0,7048.25,7090.10009765625,7090.10009765625,1485500.0,-0.04194954634784187,-0.07139303275779263,-0.059568665909081164,-0.15122164133536764,
2011-12-23,7059.5,7423.9501953125,6962.64990234375,7282.25,7282.25,1102100.0,0.02710115508908939,0.0023192250781425283,-0.058623921403871626,-0.13520684864800114,
2011-12-30,7286.75,7427.35009765625,6942.4501953125,6968.10009765625,6968.10009765625,874400.0,-0.04313912627879435,-0.10415007036517954,-0.09590319534772451,-0.17781012994139156,
2012-01-06,6996.14990234375,7224.0498046875,6937.7998046875,7114.60009765625,7114.60009765625,1117900.0,0.021024382248652884,-0.03863898150514844,-0.11919674849924577,-0.16044979979102714,
2012-01-13,7122.7998046875,7397.2001953125,7038.60009765625,7293.0498046875,7293.0498046875,1320900.0,0.025082183760410715,0.028624378250786453,-0.07504362158755828,-0.14392787615199631,
2012-01-20,7274.39990234375,7794.4501953125,7155.2001953125,7752.35009765625,7752.35009765625,1566500.0,0.06297780836126221,0.06455423772271618,-0.07625439056333616,-0.09262910341989761,
2012-01-27,7573.0,7969.5,7573.0,7931.4501953125,7931.4501953125,1277000.0,0.02310268439894081,0.13825147230308543,-0.041105246597831324,-0.03182317009351321,
2012-02-03,7871.10009765625,8114.2001953125,7736.4501953125,8098.75,8098.75,1615300.0,0.021093217579097212,0.13832821083899804,-0.012082486404567105,0.01414388014663226,-0.06669547680783638
2012-02-10,8163.25,8304.849609375,8009.7998046875,8170.0498046875,8170.0498046875,1606300.0,0.00880380363482014,0.12025147551252435,0.07005050236971666,0.05407073956280306,-0.041135843112750314
2012-02-17,8166.7001953125,8250.7998046875,8073.39990234375,8173.0498046875,8173.0498046875,2417600.0,0.00036719482398739345,0.05426737721229058,0.1249277279356571,0.08746352199958496,-0.054663393103423386
2012-02-24,8176.89990234375,8434.7998046875,8130.0498046875,8160.85009765625,8160.85009765625,1689500.0,-0.0014926749894822455,0.028922819496405072,0.04919517275659113,0.1119839348216718,-0.0577310003371404
2012-03-02,8191.35009765625,8220.599609375,7809.60009765625,8092.64990234375,8092.64990234375,1782200.0,-0.008356996452132726,-0.0007532147129186706,0.09352009187450827,0.04139773115844991,-0.09226380506870013
