Date,Equity
2012-01-06,157607.879382122
2012-01-13,158898.0611616763
2012-01-20,159999.1723950101
2012-01-27,162725.44821291504
2012-02-03,167687.34857058956
2012-02-10,170670.81585803558
2012-02-17,157904.69962288422
2012-02-24,151096.10615266516
2012-03-02,152129.3135464209
2012-03-09,150474.15667913173
2012-03-16,147237.1485880939
2012-03-23,144369.04484355435
2012-03-30,145878.86541456994
2012-04-06,147304.99421261073
2012-04-13,151698.94283397112
2012-04-20,150958.8367594342
2012-04-27,149401.35911799196
2012-05-04,146644.62369263923
2012-05-11,148716.0689557574
2012-05-18,145389.91727113456
2012-05-25,145622.91835985312
2012-06-01,148395.84911911807
2012-06-08,153128.7073088151
2012-06-15,154449.4483487581
2012-06-22,158602.30429834087
2012-06-29,156354.55986688787
2012-07-06,153227.36064380905
2012-07-13,154650.43920352624
2012-07-20,153508.3881493804
2012-07-27,157155.80430604913
2012-08-03,161550.64180629756
2012-08-10,162830.22130727672
2012-08-17,160001.97602355664
2012-08-24,156695.39567801869
2012-08-31,156915.36827084504
2012-09-07,159550.31220744297
2012-09-14,165679.6943225512
2012-09-21,176406.09576811927
2012-09-28,180352.8724542786
2012-10-05,174873.74678816795
2012-10-12,180533.81061827764
2012-10-19,176112.06952603368
2012-10-26,176383.46986968373
2012-11-02,175082.95697168863
2012-11-09,173902.5465027386
2012-11-16,179022.26688545747
2012-11-23,182531.24200601518
2012-11-30,192186.81035804265
2012-12-07,188146.54300455222
2012-12-14,192620.58985973202
2012-12-21,192862.42515286326
2012-12-28,200810.1940512287
2013-01-04,200557.35526567893
2013-01-11,216659.21695981346
2013-01-18,202268.82108818015
2013-01-25,203526.24673819184
2013-02-01,200226.35358735424
2013-02-08,200560.89807685034
2013-02-15,204321.3384987193
2013-02-22,207969.2844304318
2013-03-01,214961.29136800647
2013-03-08,211085.44600880402
2013-03-15,208030.63209151902
2013-03-22,210930.57883180375
2013-03-29,205913.75257776733
2013-04-05,185681.32248501165
2013-04-12,189051.60768430983
2013-04-19,193519.55444370318
2013-04-26,195933.4890091509
2013-05-03,196222.0369442704
2013-05-10,191892.00975906092
2013-05-17,190298.93495927614
2013-05-24,194921.75897326125
2013-05-31,192762.57261592397
2013-06-07,189674.9424305221
2013-06-14,185874.2586878005
2013-06-21,190338.09484621746
2013-06-28,201152.2717752952
2013-07-05,203871.35941125613
2013-07-12,211022.9232820061
2013-07-19,215502.83447094305
2013-07-26,220996.57057417903
2013-08-02,219396.4022019752
2013-08-09,218630.06366102083
2013-08-16,221976.64297748206
2013-08-23,235734.18293749544
2013-08-30,231068.64666977728
2013-09-06,229835.47162909486
2013-09-13,228714.78664946996
2013-09-20,229663.92153964276
2013-09-27,234889.07938308577
2013-10-04,249450.93975769676
2013-10-11,250117.42139874757
2013-10-18,249412.93434330713
2013-10-25,258498.8625734486
2013-11-01,259443.7936490899
2013-11-08,255943.6090675235
2013-11-15,250689.20937498086
2013-11-22,262606.5715011442
2013-11-29,262126.9092131806
2013-12-06,248002.8174503968
2013-12-13,251760.89061292997
2013-12-20,260670.30785881035
2013-12-27,258303.7458942852
2014-01-03,254638.05957671584
2014-01-10,257283.93536123467
2014-01-17,260567.55747397066
2014-01-24,259186.70156948108
2014-01-31,251142.31290305787
2014-02-07,256531.70023464816
2014-02-14,262924.5168103842
2014-02-21,269106.5052125687
2014-02-28,261723.27410511268
2014-03-07,245693.03755882147
2014-03-14,246436.89188360694
2014-03-21,249145.95171726122
2014-03-28,245180.61913992697
2014-04-04,250816.07947766548
2014-04-11,250737.47654331723
2014-04-18,259897.6071113539
2014-04-25,256924.27577134373
2014-05-02,267948.72638435493
2014-05-09,302986.8317979845
2014-05-16,346477.7479652199
2014-05-23,318377.40146565356
2014-05-30,347866.1652970249
2014-06-06,326389.22993095085
2014-06-13,320678.35473503463
2014-06-20,328712.58621172584
2014-06-27,338966.4806019359
2014-07-04,298775.39562480623
2014-07-11,312128.4900425131
2014-07-18,304833.75362567225
2014-07-25,296364.42469828593
2014-08-01,290491.5376092601
2014-08-08,300131.5327531969
2014-08-15,316754.95672252675
2014-08-22,320770.03682145866
2014-08-29,330383.0015025266
2014-09-05,329385.5774226682
2014-09-12,336835.11085031147
2014-09-19,334111.7451120346
2014-09-26,343498.8034764141
2014-10-03,328653.8286163628
2014-10-10,323827.4928668941
2014-10-17,332546.43275595125
2014-10-24,343191.4595839388
2014-10-31,337843.9631863076
2014-11-07,340420.0747411595
2014-11-14,344444.77506675734
2014-11-21,347252.37060402764
2014-11-28,349713.73699406476
2014-12-05,340388.5383631592
2014-12-12,336076.83401484054
2014-12-19,343242.69482365466
2014-12-26,350104.0572978166
2015-01-02,336060.61789259146
2015-01-09,345991.30772075895
2015-01-16,355848.925878254
2015-01-23,351790.1128265071
2015-01-30,333050.71056638565
2015-02-06,343386.1378811751
2015-02-13,351726.27382199443
2015-02-20,350360.6517499092
2015-02-27,353445.67407326325
2015-03-06,343585.03763024317
2015-03-13,347305.1128217927
2015-03-20,346377.8415242725
2015-03-27,361446.6114110134
2015-04-03,371619.0266335962
2015-04-10,352447.73487827653
2015-04-17,335961.9265625455
2015-04-24,331774.09111288266
2015-05-01,333064.56986725697
2015-05-08,338291.1082430243
2015-05-15,349172.0158096831
2015-05-22,344264.67114405637
2015-05-29,322365.22572339646
2015-06-05,317502.6474834428
2015-06-12,336678.07785269484
2015-06-19,337855.3632580735
2015-06-26,340073.38140261377
2015-07-03,331521.65960213967
2015-07-10,338160.990524226
2015-07-17,341865.37211640057
2015-07-24,354830.6370338096
2015-07-31,360531.911276022
2015-08-07,361834.227961577
2015-08-14,340360.45163875417
2015-08-21,337437.4812544732
2015-08-28,326506.5956375164
2015-09-04,321820.809938296
2015-09-11,326102.79348888464
2015-09-18,328845.167840025
2015-09-25,326472.517732278
2015-10-02,324813.7312037108
2015-10-09,311891.38467485097
2015-10-16,313189.4062491767
2015-10-23,311102.43097275
2015-10-30,288815.2789724409
2015-11-06,283755.18877361825
2015-11-13,279155.13996125903
2015-11-20,284620.5222663962
2015-11-27,280712.99960382335
2015-12-04,274910.9591283543
2015-12-11,284357.71721369534
2015-12-18,290441.44954869064
2015-12-25,289563.42095492524
2016-01-01,278553.7507372995
2016-01-08,279246.3753713523
2016-01-15,267413.1455059576
2016-01-22,276303.8770575237
2016-01-29,266946.00776500115
2016-02-05,243713.59590165663
2016-02-12,249445.1743181745
2016-02-19,245543.47837098295
2016-02-26,253755.94501577737
2016-03-04,257726.08387367547
2016-03-11,260682.87491265964
2016-03-18,270497.1708219531
2016-03-25,263889.5248769107
2016-04-01,264548.9016486968
2016-04-08,273120.79968191584
2016-04-15,286231.9794501397
2016-04-22,283990.11198233295
2016-04-29,272954.2270650713
2016-05-06,273590.6597255399
2016-05-13,279795.9874176833
2016-05-20,291729.281889094
2016-05-27,289660.8393250462
2016-06-03,296343.4793733663
2016-06-10,305412.77831596846
2016-06-17,294275.0368093184
2016-06-24,320448.72449427604
2016-07-01,323233.1598709386
2016-07-08,325699.3789173667
2016-07-15,327608.7011771225
2016-07-22,326873.387668194
2016-07-29,339670.6689520611
2016-08-05,338672.2329099014
2016-08-12,358684.62578591885
2016-08-19,348066.4675127557
2016-08-26,360766.31633949676
2016-09-02,379086.8070765273
2016-09-09,363694.81830045755
2016-09-16,366179.44833556056
2016-09-23,360835.4769281094
2016-09-30,381509.4228874052
2016-10-07,362329.779962216
2016-10-14,373130.6062844218
2016-10-21,370999.632442473
2016-10-28,345766.55543710134
2016-11-04,363334.4182719969
2016-11-11,339464.61335744575
2016-11-18,322007.6470917247
2016-11-25,317354.08753679495
2016-12-02,334596.2491313611
2016-12-09,320296.87058902526
2016-12-16,306318.6297083634
2016-12-23,309751.8718509503
2016-12-30,301149.68610754167
2017-01-06,317774.07722617197
2017-01-13,315707.4692711804
2017-01-20,334710.60253715736
2017-01-27,336761.07558777893
2017-02-03,346754.26477477606
2017-02-10,334727.0777205835
2017-02-17,335141.09607451694
2017-02-24,341516.52554858505
2017-03-03,341602.68533045234
2017-03-10,344525.46016245196
2017-03-17,353138.59161166585
2017-03-24,356037.24331976345
2017-03-31,372021.2521889579
2017-04-07,377652.9082549954
2017-04-14,418234.0321683611
2017-04-21,415832.29723649914
2017-04-28,422292.1395048502
2017-05-05,446392.363047023
2017-05-12,438110.5010238872
2017-05-19,424279.7813355555
2017-05-26,420718.59077530185
2017-06-02,430077.0847517506
2017-06-09,448794.1232531222
2017-06-16,436371.3302184184
2017-06-23,436371.3302184184
2017-06-30,462873.2886924531
2017-07-07,457655.67517909815
2017-07-14,423676.1496055077
2017-07-21,425643.94797721057
2017-07-28,438232.18714960676
2017-08-04,426898.15141778835
2017-08-11,449201.25058746355
2017-08-18,453103.155643904
2017-08-25,470150.673221527
2017-09-01,484809.2812386736
2017-09-08,486182.91719661135
2017-09-15,463421.9177731839
2017-09-22,471185.87384473206
2017-09-29,492579.87965044397
2017-10-06,502274.8774303757
2017-10-13,506966.41093175986
2017-10-20,523609.16697740764
2017-10-27,522693.39887156256
2017-11-03,508822.45288234786
2017-11-10,517393.0231199603
2017-11-17,509566.34848903486
2017-11-24,478971.7556921581
2017-12-01,479022.6381268197
2017-12-08,474934.4409497151
2017-12-15,485698.51289778866
2017-12-22,470560.16589865915
2017-12-29,471102.7464625098
2018-01-05,497553.952563603
2018-01-12,471102.7464625098
2018-01-19,474426.11968499067
2018-01-26,469570.7730798435
2018-02-02,451816.68143338466
2018-02-09,449836.5680134084
2018-02-16,465503.8834522139
2018-02-23,461825.7478987438
2018-03-02,461022.8455304447
2018-03-09,459256.12832343037
2018-03-16,453567.1166718163
2018-03-23,452498.4049856173
2018-03-30,455818.47850548784
2018-04-06,479583.4773820007
2018-04-13,503088.0353988015
2018-04-20,498912.64640569384
2018-04-27,486558.1641319663
2018-05-04,487473.16838373785
2018-05-11,486769.75908593094
2018-05-18,482435.66231448704
2018-05-25,482698.8410916175
2018-06-01,484421.3489887621
2018-06-08,485451.32798156835
2018-06-15,473611.96056406474
2018-06-22,464112.8053668833
2018-06-29,464990.31166439113
2018-07-06,469504.7945315085
2018-07-13,468411.03594080167
2018-07-20,462564.4211414422
2018-07-27,484289.42163883895
2018-08-03,486061.22680719616
2018-08-10,481755.09559690196
2018-08-17,500006.31322326756
2018-08-24,516398.89274165966
2018-08-31,529831.9779961612
2018-09-07,529414.5039119043
2018-09-14,521542.0468308686
2018-09-21,525623.9059304226
2018-09-28,444616.5007838971
2018-10-05,414604.49362841755
2018-10-12,405789.26774432586
2018-10-19,383284.4233614614
2018-10-26,401416.30142413493
2018-11-02,405454.52478706004
2018-11-09,396322.1035429851
2018-11-16,379799.8107896578
2018-11-23,392413.81402709393
2018-11-30,388489.3991338025
2018-12-07,391874.0600433844
2018-12-14,399081.1878364722
2018-12-21,405058.62058133486
2018-12-28,411003.20623145794
2019-01-04,415593.13017379947
2019-01-11,405591.2700971062
2019-01-18,388060.0724563464
2019-01-25,388207.8353719575
2019-02-01,395503.2581747087
2019-02-08,390461.88165623473
2019-02-15,387230.1842950898
2019-02-22,391269.19722488866
2019-03-01,380416.185332114
2019-03-08,397603.93843584444
2019-03-15,400232.94854668225
2019-03-22,399783.1369431711
2019-03-29,394584.7043243485
2019-04-05,394155.82535844453
2019-04-12,386578.62913387653
2019-04-19,385790.8706253311
2019-04-26,383237.413593639
2019-05-03,366530.51346772915
2019-05-10,368500.332083643
2019-05-17,390552.6856572396
2019-05-24,395920.876270449
2019-05-31,389506.9358969391
2019-06-07,377445.9638384729
2019-06-14,375617.6934782933
2019-06-21,369748.8801414396
2019-06-28,374154.23732142005
2019-07-05,363760.78159041103
2019-07-12,359870.9851468035
2019-07-19,355786.70679482666
2019-07-26,340486.8566109259
2019-08-02,344441.467167638
2019-08-09,343728.3536472656
2019-08-16,353822.9771687956
2019-08-23,358158.36980014655
2019-08-30,358698.60081006674
2019-09-06,357111.5383645529
2019-09-13,354911.0016345639
2019-09-20,369074.5669443708
2019-09-27,360761.2936594059
2019-10-04,361820.587724936
2019-10-11,374730.34643622267
2019-10-18,375746.60081681
2019-10-25,394874.2234198958
2019-11-01,384370.60022824653
2019-11-08,383629.5847592901
2019-11-15,378033.16742989403
2019-11-22,380434.9893321569
2019-11-29,373235.6276012804
2019-12-06,381246.5686312709
2019-12-13,385661.0966974518
2019-12-20,391143.1694170478
2019-12-27,403612.8191683334
2020-01-03,402535.8810336856
2020-01-10,420028.9906449015
2020-01-17,425860.0271819735
2020-01-24,428969.9054262291
2020-01-31,415040.20703211275
2020-02-07,402082.34806084173
2020-02-14,396834.43099517585
2020-02-21,362596.98805214226
2020-02-28,373335.73366359546
2020-03-06,322701.1642232269
2020-03-13,308666.2344592275
2020-03-20,302501.252598168
2020-03-27,311871.1156870351
2020-04-03,372827.3995532723
2020-04-10,387964.25665559265
2020-04-17,403245.1698875482
2020-04-24,395138.6821767181
2020-05-01,395827.1066445899
2020-05-08,385221.1499297648
2020-05-15,406727.54685474624
2020-05-22,413842.6454115131
2020-05-29,427090.05867683183
2020-06-05,422917.14728696254
2020-06-12,423736.92678401066
2020-06-19,429485.76755069336
2020-06-26,444772.9076396041
2020-07-03,449242.3166034831
2020-07-10,455380.13294523355
2020-07-17,460570.50175410457
2020-07-24,481508.7841151546
2020-07-31,479704.99705348344
2020-08-07,480197.9135340139
2020-08-14,503710.81423788774
2020-08-21,503062.11393557227
2020-08-28,501728.2364611279
2020-09-04,496986.882115689
2020-09-11,528829.2925957885
2020-09-18,523554.89570107736
2020-09-25,536385.5037760376
2020-10-02,582454.7934670107
2020-10-09,574466.5159956277
2020-10-16,574078.4169036397
2020-10-23,557895.1536122818
2020-10-30,573243.6131520817
2020-11-06,608896.2719344173
2020-11-13,625373.4106256863
2020-11-20,633353.1629655033
2020-11-27,642836.6441980388
2020-12-04,654653.823433474
2020-12-11,657002.5198714163
2020-12-18,642234.9662978415
2020-12-25,664774.3338368881
2021-01-01,693686.761502797
2021-01-08,701629.7396879436
2021-01-15,693933.6515278325
2021-01-22,656992.4283592992
2021-01-29,733621.829729344
2021-02-05,716891.1644162388
2021-02-12,793829.7219949166
2021-02-19,770464.8010782084
2021-02-26,753927.3207090815
2021-03-05,744555.531448787
2021-03-12,704492.1033964612
2021-03-19,680998.3138907498
2021-03-26,713235.8253663614
2021-04-02,705699.8041451407
2021-04-09,700439.4306144941
2021-04-16,702469.3618471699
2021-04-23,765831.1850365613
2021-04-30,842904.7821936482
2021-05-07,804281.092345826
2021-05-14,805513.2282849819
2021-05-21,798657.3413011341
2021-05-28,843426.0526754821
2021-06-04,854112.7146237866
2021-06-11,797535.7381528139
2021-06-18,825227.9432483449
2021-06-25,810394.4889984907
2021-07-02,819306.0789598041
2021-07-09,808508.9328909155
2021-07-16,815626.9843360382
2021-07-23,810746.047186565
2021-07-30,820507.9835499944
2021-08-06,802407.7459379534
2021-08-13,818921.8144934084
2021-08-20,842455.9423936723
2021-08-27,856731.8215132604
2021-09-03,854548.9753516378
2021-09-10,875277.76514947
2021-09-17,911047.360604325
2021-09-24,919679.8662262036
2021-10-01,946667.8714086661
2021-10-08,980016.5592838122
2021-10-15,927948.9312041927
2021-10-22,888034.1754854178
2021-10-29,923144.3616582355
2021-11-05,917417.4077434634
2021-11-12,887519.0174790637
2021-11-19,870594.3342812207
2021-11-26,884747.0074951726
2021-12-03,965524.6671120591
2021-12-10,888787.8778361767
2021-12-17,860274.0297324342
2021-12-24,882466.1978975394
2021-12-31,869669.6631565935
2022-01-07,885334.7230378443
2022-01-14,822121.5319813705
2022-01-21,809690.8850024958
2022-01-28,810417.6738904606
2022-02-04,802658.2297533056
2022-02-11,769959.2262034877
2022-02-18,748679.5873884533
2022-02-25,800839.4099374454
2022-03-04,824810.6808677411
2022-03-11,823977.8819536646
2022-03-18,866137.546229807
2022-03-25,863072.8462260053
2022-04-01,900162.3266133855
2022-04-08,883033.3445736255
2022-04-15,858202.5991390367
2022-04-22,843098.9450208617
2022-04-29,835575.8319988317
2022-05-06,747375.8447497087
2022-05-13,779392.1364600415
2022-05-20,752217.2611306886
2022-05-27,753011.536257001
2022-06-03,760476.7838622094
2022-06-10,722893.4786198392
2022-06-17,773108.0135748584
2022-06-24,781697.930251503
2022-07-01,809239.6451250222
2022-07-08,825061.271923076
2022-07-15,843252.2319819687
2022-07-22,837178.5627410121
2022-07-29,854608.6194826086
2022-08-05,862577.8335474142
2022-08-12,864092.9267126147
2022-08-19,870519.9174269112
2022-08-26,879004.9447709597
2022-09-02,917143.7083196727
2022-09-09,922234.6961531378
2022-09-16,905661.2016592791
2022-09-23,866721.6995291822
2022-09-30,891266.3835313049
2022-10-07,866571.4409268138
2022-10-14,863739.0515984764
2022-10-21,907602.9530690359
2022-10-28,932319.3309568126
2022-11-04,992559.6345192451
2022-11-11,1015903.5640205642
2022-11-18,1068569.3056078786
2022-11-25,1082768.3473300252
2022-12-02,1134457.588668665
2022-12-09,1143853.1254724066
2022-12-16,1026288.9389516655
2022-12-23,1139762.3272020114
2022-12-30,1127885.8160944122
2023-01-06,1129575.0229910966
2023-01-13,1116299.6454764556
2023-01-20,1008460.9632799745
2023-01-27,1026288.9389516653
2023-02-03,1014048.1236853851
2023-02-10,1020113.662194684
2023-02-17,1014639.3220388171
2023-02-24,1015477.9131364304
2023-03-03,1006229.7207958344
2023-03-10,982694.6364454958
2023-03-17,951403.1474440655
2023-03-24,969242.4513212973
2023-03-31,973555.0144119642
2023-04-07,975725.5644972052
2023-04-14,985390.5620724941
2023-04-21,1009553.6333504814
2023-04-28,1009440.1843132895
2023-05-05,1027245.1766182873
2023-05-12,1040400.4888596226
2023-05-19,1071814.31268093
2023-05-26,1113321.5014530106
2023-06-02,1130559.4562273936
2023-06-09,1172860.3729491278
2023-06-16,1149725.2832311084
2023-06-23,1179438.0636790197
2023-06-30,1205295.0304498186
2023-07-07,1224347.4084163415
2023-07-14,1215955.2252758613
2023-07-21,1276855.1391260412
2023-07-28,1222873.1938988809
2023-08-04,1232060.1882366163
2023-08-11,1260872.257557059
2023-08-18,1268880.3117677476
2023-08-25,1285820.3686014623
2023-09-01,1352180.591239319
2023-09-08,1303040.426374577
2023-09-15,1283552.3336484786
2023-09-22,1270196.2341514037
2023-09-29,1280584.2963469943
2023-10-06,1239037.288967619
2023-10-13,1230625.1776329442
2023-10-20,1164610.080333832
2023-10-27,1196515.0068674088
2023-11-03,1230621.4475108648
2023-11-10,1287496.6366803108
2023-11-17,1306547.9435857725
2023-11-24,1343907.0463838193
2023-12-01,1372995.184743846
2023-12-08,1425688.2662706794
2023-12-15,1418253.6099173285
2023-12-22,1455426.891684083
2023-12-29,1569362.9776104148
2024-01-05,1637575.9723411796
2024-01-12,1614249.760721312
2024-01-19,1530702.7872617608
2024-01-26,1655660.893330856
2024-02-02,1697400.5575878092
2024-02-09,1725435.0077483228
2024-02-16,1711179.264131534
2024-02-23,1712315.8978435788
2024-03-01,1775311.8080774175
2024-03-08,1634991.743151564
2024-03-15,1665824.6742640953
2024-03-22,1694541.6199081193
2024-03-29,1766872.0725103668
2024-04-05,1740839.429190872
2024-04-12,1676646.4285173167
2024-04-19,1784694.6449802357
2024-04-26,1795076.456924555
2024-05-03,1819408.940263914
2024-05-10,1937055.5845610518
2024-05-17,2012132.6256596479
2024-05-24,1970626.8122858412
2024-05-31,1992919.8887245753
2024-06-07,2103979.240489619
2024-06-14,2109196.887052471
2024-06-21,2058605.1865997892
2024-06-28,2085438.3750550528
2024-07-05,2037082.6788622388
2024-07-12,2042672.9169792782
2024-07-19,2096603.352134866
2024-07-26,2032798.0853580872
2024-08-02,1997647.777981102
2024-08-09,1988378.8303013016
2024-08-16,1998671.4447682537
2024-08-23,2081262.2181376892
2024-08-30,2054076.377537412
2024-09-06,2110765.749549631
2024-09-13,2052884.6611272825
2024-09-20,2058147.8219309484
2024-09-27,2021008.69866097
2024-10-04,2063674.0895635376
2024-10-11,2043892.4682088655
2024-10-18,1975490.698758683
2024-10-25,1900058.955854351
2024-11-01,1883588.3756910271
2024-11-08,1786423.3542663583
2024-11-15,1826089.247265089
2024-11-22,1818257.1429444812
2024-11-29,1869040.5579805407
2024-12-06,1833920.4897694415
2024-12-13,1745216.4224347172
2024-12-20,1743236.7101779121
2024-12-27,1743442.1417306399
2025-01-03,1778646.6307532908
2025-01-10,1675885.8432302717
2025-01-17,1638328.9047386644
2025-01-24,1605906.0146312343
2025-01-31,1615651.4379328236
2025-02-07,1519879.5704511078
2025-02-14,1516219.126962116
2025-02-21,1447458.538227421
2025-02-28,1452033.451279778
2025-03-07,1427756.7165655538
2025-03-14,1497032.743970169
2025-03-21,1478969.5838464515
2025-03-28,1368679.2305370383
2025-04-04,1355382.540158761
2025-04-11,1442756.7723551386
2025-04-18,1452691.8413254905
2025-04-25,1464685.1157633697
2025-05-02,1424288.5643503282
2025-05-09,1471051.0507051484
2025-05-16,1472203.114268906
2025-05-23,1496825.1342956447
2025-05-30,1523495.8728054338
2025-06-06,1475795.0520791681
2025-06-13,1485467.1651887645
2025-06-20,1456597.5153268424
2025-06-27,1424357.3171844473
2025-07-04,1411094.8899284669
2025-07-11,1465317.0413497675
2025-07-18,1393069.6166839271
2025-07-25,1345365.8005526352
2025-08-01,1312337.7954130825
2025-08-08,1339800.3411045605
2025-08-15,1334622.5255932105
2025-08-22,1315200.8106815189
2025-08-29,1386846.7814842318
2025-09-05,1415618.495645097
2025-09-12,1434213.0101389263
2025-09-19,1395485.458353676
