Start,End,Initial_Capital,Final_Capital,Total_Return,CAGR,Max_Drawdown,Annualized_Volatility,Sharpe,Trades,Win_Rate
2007-09-21,2026-09-11,100000.0,483676.66595809703,3.83676665958097,0.08662553923938554,-0.5881612163209825,0.19284425970246333,0.5259052237133559,990,0.5606060606060606
