Start,End,Initial_Capital,Final_Capital,Total_Return,CAGR,Max_Drawdown,Annualized_Volatility,Sharpe,Trades,Win_Rate
2007-12-14,2026-09-11,94311.01051101039,1664489.3573209406,16.648939909583717,0.1655082020847214,-0.5717061118286524,0.27847752575788776,0.6768513901379903,978,0.5501022494887525
